query_id,doc_id,rank,score
q04,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,51,20.1028
q04,pdf_0518_professional-certificate-energy-resilience-worksheet::chunk_001,52,20.0917
q04,course_0058_CGS_5937::chunk_001,53,19.7462
q04,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_002,54,19.6571
q04,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_002,55,19.134
q04,pdf_0495_ms-electrical-engineering-with-minor-in-business-worksheet::chunk_001,56,18.9976
q04,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_001,57,18.8564
q04,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,58,18.2622
q04,pdf_0290_bsms-audit-form::chunk_001,59,17.6643
q04,pdf_0489_ms-computer-engineering-with-minor-in-business-worksheet::chunk_001,60,17.446
q04,course_0057_CGS_5937::chunk_001,61,17.3608
q04,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,62,17.0398
q04,pdf_0507_ms-to-phd-eel-neuroeng-concn-worksheet12.09.2025::chunk_002,63,16.9135
q04,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,64,16.9075
q04,pdf_0513_professional-ai-certificate-program-application::chunk_001,65,16.7573
q04,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_002,66,16.4964
q04,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,67,16.3637
q04,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,68,16.3482
q04,course_0055_CEN_6930::chunk_001,69,16.2989
q04,pdf_0506_ms-phd-cybersecurity-concn12.09.2025::chunk_001,70,16.2883
q04,course_0049_CEN_5931::chunk_001,71,16.1403
q04,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_001,72,16.0463
q04,course_0099_COT_6905::chunk_001,73,15.9851
q04,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_002,74,15.8939
q04,course_0097_COT_6900::chunk_001,75,15.833
q05,pdf_0487_ms--coen-worksheet::chunk_002,1,29.352
q05,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_002,2,27.3797
q05,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,3,24.7853
q05,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,4,24.1545
q05,pdf_0487_ms--coen-worksheet::chunk_001,5,24.008
q05,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,6,23.9476
q05,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,7,23.5869
q05,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_002,8,23.0583
q05,pdf_0412_eecs-low-residency-phd-form::chunk_001,9,22.8721
q05,pdf_0486_ms--arin-worksheet::chunk_002,10,22.689
q05,pdf_0485_minor-in-business-worksheet::chunk_001,11,21.8858
q05,pdf_0493_ms-egit-csda-worksheet::chunk_002,12,21.1409
q05,pdf_0491_ms-cse-worksheet-new::chunk_002,13,21.1075
q05,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,14,20.73
q05,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,15,20.3316
q05,pdf_0494_ms-egit-csec-worksheet::chunk_002,16,20.2685
q05,pdf_0492_ms-egit-ait-worksheet::chunk_002,17,19.9716
q05,pdf_0495_ms-electrical-engineering-with-minor-in-business-worksheet::chunk_001,18,19.5638
q05,pdf_0499_ms-in-eel-worksheet::chunk_002,19,19.5316
q05,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,20,19.3935
q05,pdf_0290_bsms-audit-form::chunk_001,21,19.1327
q05,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,22,19.0927
q05,course_0046_CEN_5035::chunk_001,23,18.9686
q05,course_0003_CAP_5625::chunk_001,24,18.9686
q05,course_0023_CAP_6635::chunk_001,25,18.9686
q05,course_0028_CAP_6673::chunk_001,26,18.9686
q05,course_0006_CAP_5768::chunk_001,27,18.9686
q05,course_0078_COP_6731::chunk_001,28,18.9686
q05,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_002,29,18.564
q05,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,30,18.3216
q05,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,31,18.1893
q05,course_0058_CGS_5937::chunk_001,32,18.057
q05,pdf_0489_ms-computer-engineering-with-minor-in-business-worksheet::chunk_001,33,17.9887
